"id","name","createdOn","createdBy","etag","type","currentVersion","parentId","benefactorId","projectId","modifiedOn","modifiedBy","dataFileHandleId","dataFileSizeBytes","dataFileMD5Hex","dataFileConcreteType","dataFileBucket","dataFileKey"
"syn36533263","TWFE-2-084-35.maf","1663431964663","3421893","cc943940-92c4-4484-872e-bae7a625ff36","file","1","syn31668935","syn33397598","syn4939902","1665338549200","3423450","104097465","294656710","d9c3d980a85244de43af7837915154b5","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/b65edf2f-de14-4d2c-8a31-1f7b54797230/TWFE-2-084-35.maf"
"syn36533331","TWFE-2-077-JHK4.maf","1663431973420","3421893","f476f67b-49b1-4631-8449-2457fb183a3d","file","1","syn31668883","syn33397598","syn4939902","1665338549259","3423450","104097534","327664432","620ce4c77d86d44e2b54b80de200b29b","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/c5d9846a-f0a0-4274-8450-f7d82aab02ff/TWFE-2-077-JHK4.maf"
"syn36533349","TWFE-2-068-8.maf","1663431975542","3421893","43822491-a625-43bc-872c-a555f3340a0c","file","1","syn31668777","syn33397598","syn4939902","1665338549313","3423450","104097553","311644936","b831786bea8667e8110d9b2c80bc470b","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/7e749aa1-817f-458d-8904-d4a8a65a2203/TWFE-2-068-8.maf"
"syn36533366","TWFE-2-091-2-091normal.maf","1663431977601","3421893","cc20a1d8-54f8-4029-876c-d77727e91aa3","file","1","syn31669018","syn33397598","syn4939902","1665338549361","3423450","104097576","293107099","856e30b6e4e790df5bc7d57c2918a3c0","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/c9b19742-a629-4e87-8228-59090a6a3eb1/TWFE-2-091-2-091normal.maf"
"syn36533375","TWFE-2-084-37.maf","1663431978462","3421893","e6bdb258-e3f0-49b6-a7fc-966e6e9630cd","file","1","syn31668944","syn33397598","syn4939902","1665338549413","3423450","104097585","304995599","5f14aa0e85a293e96c636a86a23de9c8","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/fb0e0719-4757-4e43-b728-b27f6db3a44a/TWFE-2-084-37.maf"
"syn36533542","TWFE-2-068-9.maf","1663432003153","3421893","ddcaa9a5-aea1-4b16-a112-9105a4fc2f63","file","1","syn31668786","syn33397598","syn4939902","1665338549466","3423450","104097757","306448172","742f05d4e8d1856ec55e71f94c092e0d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/7e001d94-7f6f-4b81-9b4c-219ddf63c7ba/TWFE-2-068-9.maf"
"syn36533544","TWFE-2-089-2-089.maf","1663432004342","3421893","1fa394de-518f-413c-a833-fe24a9075d71","file","1","syn31668974","syn33397598","syn4939902","1665338549555","3423450","104097759","292929423","dad9f7a1fc5a7009e96057e0e2eca4ac","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/1c900fba-b23d-4c0f-b044-a5044e458f12/TWFE-2-089-2-089.maf"
"syn36533550","TWFE-2-090-2-090MalignantTumor.maf","1663432011786","3421893","c81ebbc4-7607-4050-b406-3622f7d47eb9","file","1","syn31669000","syn33397598","syn4939902","1665338549608","3423450","104097768","321628015","8508b652fbc25aa88cf38a7188e2882d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/95ff6a02-a033-43b0-ac64-00e997c6c4ec/TWFE-2-090-2-090MalignantTumor.maf"
"syn36533551","TWFE-2-093-2-093RightMiddleBack.maf","1663432011914","3421893","d846d146-c66b-49bb-b18f-08654a89f717","file","1","syn31669048","syn33397598","syn4939902","1665338549657","3423450","104097769","292511723","d0367a02b4b9babaa864acc227883946","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/0a841970-0b78-4fed-beb5-5e57f101e469/TWFE-2-093-2-093RightMiddleBack.maf"
"syn36533552","TWFE-2-061-43.maf","1663432012388","3421893","e9bd4696-1cb6-427c-96c4-3e8c1fdbed19","file","1","syn31668751","syn33397598","syn4939902","1665338549707","3423450","104097770","327391259","6a01a2fd5f114a092734f7cb0e94ec61","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/c2fd9fea-f19d-4274-a485-559fdd3607e1/TWFE-2-061-43.maf"
"syn36533554","TWFE-2-086-2-086.maf","1663432012989","3421893","574b5cf4-cf1b-40f8-84dd-15a0e80c928b","file","1","syn31668961","syn33397598","syn4939902","1665338549761","3423450","104097772","312267785","8120d0123450bf794390fcb47484091a","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/933e65d5-5944-4810-8aa7-706c233d7a40/TWFE-2-086-2-086.maf"
"syn36533555","TWFE-2-068-12.maf","1663432013588","3421893","30c83d40-fba7-4752-bf99-7eb02a228a63","file","1","syn31668764","syn33397598","syn4939902","1665338549811","3423450","104097775","321490729","67c876220288b03684a758a2506a65b3","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/88ff9891-208b-4350-bc3d-2c21fc4f5546/TWFE-2-068-12.maf"
"syn36533556","TWFE-2-055-13.maf","1663432013690","3421893","dcb9a9a5-3932-4161-b791-8b5f86369a45","file","1","syn31668659","syn33397598","syn4939902","1665338549864","3423450","104097776","319183156","42623bf5b28f28f943867930124d5a61","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/0d2eb687-fdfc-4b0e-ada2-44afb3a56ed9/TWFE-2-055-13.maf"
"syn36533557","TWFE-2-084-19.maf","1663432014465","3421893","634b82ae-502e-4f05-abf6-e692fc983922","file","1","syn31668922","syn33397598","syn4939902","1665338549917","3423450","104097779","319881093","3075b782e87a1f9aa2722cb4127b1738","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/7131d3b6-7495-4470-b709-4f0e98016423/TWFE-2-084-19.maf"
"syn36533564","TWFE-2-085-2.maf","1663432024266","3421893","704dbdca-e695-4560-a951-016a80962ccf","file","1","syn31668952","syn33397598","syn4939902","1665338549985","3423450","104097790","295704262","f430a5f90d0f014c6daffa24e57c64d3","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/c3595fcd-fd24-4c9b-b712-b1685ed9375b/TWFE-2-085-2.maf"
"syn36533568","TWFE-2-090-2-090Benign.maf","1663432026568","3421893","aef19930-d70b-41d4-85d5-10d64930904a","file","1","syn31668991","syn33397598","syn4939902","1665338550060","3423450","104097795","326745904","ae21f18b5760ae0c7dd212df9c46d56d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/e9d55ea5-48d7-4438-afd1-176554451f66/TWFE-2-090-2-090Benign.maf"
"syn36533584","TWFE-2-074-16.maf","1663432049035","3421893","37cff87c-d3d4-46df-b47b-fc9db0e79a33","file","1","syn31668808","syn33397598","syn4939902","1665338550112","3423450","104097812","347378626","00909a99b589df3bbc81094c8bfdd93d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/f3724016-f2e7-4d85-8e9a-e97d43ead0e2/TWFE-2-074-16.maf"
"syn36533585","TWFE-2-090-2-090.maf","1663432049391","3421893","1f56600f-5544-412b-8f2a-82f77893b66f","file","1","syn31668987","syn33397598","syn4939902","1665338550166","3423450","104097813","327492198","45dc63832ecc4b64b6c3190cbf318f62","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/d9eb113d-0a38-4272-b1ee-d0c3682e2555/TWFE-2-090-2-090.maf"
"syn36533586","TWFE-2-074-46.maf","1663432049441","3421893","a5c7f7ba-77e1-401a-9e99-dbb1f4846e88","file","1","syn31668817","syn33397598","syn4939902","1665338550217","3423450","104097814","373384124","4893f45b86d833cf7666c0e26f1cb63b","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/d14779f1-7594-4636-8e59-217e25f1ed9f/TWFE-2-074-46.maf"
"syn36533591","TWFE-2-082-2.maf","1663432055310","3421893","ec3a77da-f446-4012-bea5-02bf21fe0813","file","1","syn31668900","syn33397598","syn4939902","1665338550273","3423450","104097822","333744174","c08fc4f70bec413ce5809e6780d79a5b","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/9713d5ba-ca61-48e6-8550-a6ef1390eff7/TWFE-2-082-2.maf"
"syn36533592","TWFE-2-079-32.maf","1663432055421","3421893","f22ad4a0-cc68-47ac-b3b1-e1ab9ea8c23f","file","1","syn31668887","syn33397598","syn4939902","1665338550325","3423450","104097823","336383166","c1942a9159f83eaf938711d4c6c9dfed","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/88d0a6f4-a941-4cd0-80ab-28ebdc3e57f5/TWFE-2-079-32.maf"
"syn36533609","TWFE-2-076-17.maf","1663432087368","3421893","c5eb40e6-7ff8-42b5-9e7f-54e877b7bd64","file","1","syn31668843","syn33397598","syn4939902","1665338550380","3423450","104097848","279486942","39a91e906fd468550935c7c94eb53186","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/e87e4f5e-560c-4c51-b9bf-22d6a1bbbe0a/TWFE-2-076-17.maf"
"syn36533610","TWFE-2-077-18.maf","1663432087466","3421893","72271e03-cc45-4b46-9eb4-c57e9cee3c84","file","1","syn31668865","syn33397598","syn4939902","1665338550431","3423450","104097849","295289552","857c711a61f0d13fa73eea4d7e45caf3","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/ec27f06c-e1f0-4ac0-b6e4-0142c24c7f36/TWFE-2-077-18.maf"
"syn36533611","TWFE-2-075-31.maf","1663432088282","3421893","1fd98c43-bf4b-4449-abb1-09c861fd602a","file","1","syn31668830","syn33397598","syn4939902","1665338550491","3423450","104097851","302048623","03b8f05c695cdd527da9327253b16c38","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/b25a7c2e-2768-4ed1-800c-d6ddb00b5f47/TWFE-2-075-31.maf"
"syn36533612","2-031_Cell_Line.maf","1663432088781","3421893","7c360ccb-b754-440b-a54e-3b61d0372255","file","1","syn31668481","syn33397598","syn4939902","1665338550549","3423450","104097853","440887424","33474a0aa7adf390e9cbc4de93c01d76","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/93b9f412-30b7-41bd-ace1-713706e4a6c2/2-031_Cell_Line.maf"
"syn36533614","TWFE-2-079-47.maf","1663432091751","3421893","dcb3cf89-a627-4328-bd46-df25006e89d0","file","1","syn31668896","syn33397598","syn4939902","1665338550607","3423450","104097859","377131556","81fbe878290abcc1f26f20f9f273758b","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/6ee5a4d2-7328-486d-adce-9abaf087e69b/TWFE-2-079-47.maf"
"syn36533615","2-021_Blood.maf","1663432092762","3421893","1e5585a8-451f-4bd9-927a-850ca9d63b64","file","1","syn31668400","syn33397598","syn4939902","1665338550664","3423450","104097862","511684864","4868108b4d4cc53062d8091e83ae8de6","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/e935adc0-3b2b-47cd-ae5a-0cc80b79f9c8/2-021_Blood.maf"
"syn36533625","TWFE-2-082-36.maf","1663432107281","3421893","f511600b-fc5b-401b-8451-f101a4a75091","file","1","syn31668909","syn33397598","syn4939902","1665338550717","3423450","104097881","279807687","1d65bd23d13e391d5b0424e97fb2fe6a","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/201f34ce-813b-49e7-a0eb-7489f92a28c9/TWFE-2-082-36.maf"
"syn36533626","TWFE-2-086-2-086LLE.maf","1663432107286","3421893","b265561c-75d2-491f-9437-948d0464d998","file","1","syn31668965","syn33397598","syn4939902","1665338550768","3423450","104097880","306972878","58a04fa5b4c370edd0426da25425c6c4","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/dcafbf4b-e886-4c6d-9aa3-af2a9685661a/TWFE-2-086-2-086LLE.maf"
"syn36533627","TWFE-2-092-2-092RightFlank.maf","1663432107759","3421893","6dc92559-9b8c-4606-9ab9-2da0bf3bbbb2","file","1","syn31669035","syn33397598","syn4939902","1665338550820","3423450","104097882","268646677","cfff7a9a69f8a38ff32f869b6a2f7362","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/7f48544d-c326-4974-a70f-afe363516372/TWFE-2-092-2-092RightFlank.maf"
"syn36533628","TWFE-2-082-JHK5.maf","1663432107774","3421893","a420c355-1492-4444-9fdc-e27e9b804bbe","file","1","syn31668918","syn33397598","syn4939902","1665338550882","3423450","104097883","313765969","bbe2d4fcd2b75154e6b2199b61137b4e","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/b3caf944-55fa-48dc-bb7c-5d336f47484a/TWFE-2-082-JHK5.maf"
"syn36533633","TWFE-2-085-2-085.maf","1663432118080","3421893","b5adeed0-ed63-402e-b902-fdc91b9dfc6f","file","1","syn31668948","syn33397598","syn4939902","1665338551057","3423450","104097896","319738900","67c855d5372a889c294149a4abba06b4","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/052d2aab-58f5-4c3e-a23b-5f99299ddb79/TWFE-2-085-2-085.maf"
"syn36533634","2-023_Blood.maf","1663432118344","3421893","3a4db9c8-91f7-46c3-9dfd-54bc14a0081b","file","1","syn31668415","syn33397598","syn4939902","1665338551110","3423450","104097898","567026675","2cd419942a2fb06b9911a08f44a4abb3","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/e855bba5-844a-4726-9f78-20999927958e/2-023_Blood.maf"
"syn36533636","TWFE-2-061-27.maf","1663432119351","3421893","b64af65f-e529-4fea-9881-14752e946d35","file","1","syn31668738","syn33397598","syn4939902","1665338551168","3423450","104097900","338539166","a78f04308c2fb2111970736814e5712e","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/365f2332-1f31-44e5-b16d-23b84c3ae7bd/TWFE-2-061-27.maf"
"syn36533641","2-021_Neurofibroma.maf","1663432130888","3421893","1f4cee42-0bc4-4206-bd1c-7c5722f2ea1d","file","1","syn31668404","syn33397598","syn4939902","1665338551263","3423450","104097909","593242256","ae159f623c26dd64fec1b228b8ca459c","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/0e6adda0-08eb-4b4e-8c53-2b13c72f355a/2-021_Neurofibroma.maf"
"syn36533654","TWFE-2-077-39.maf","1663432147761","3421893","698b0704-4939-4d4a-84b3-cb1f76a49656","file","1","syn31668874","syn33397598","syn4939902","1665338551654","3423450","104097928","311474047","7d9d95911f4371050c2d60d639eeb81c","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/031e5422-cd7d-4ebf-a90e-4c491a98fd9a/TWFE-2-077-39.maf"
"syn36533655","TWFE-2-089-2-089Tumor.maf","1663432147865","3421893","10470627-7789-448d-8324-78df9a27f0ac","file","1","syn31668978","syn33397598","syn4939902","1665338551744","3423450","104097929","285101614","88ac4c23cccec228e4d047176b901825","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/fae14f1f-fc01-4b9d-8543-229275e8bc35/TWFE-2-089-2-089Tumor.maf"
"syn36533689","TWFE-2-113-2-113.maf","1663432203223","3421893","80310e8d-94da-43bd-ae22-8f24820cbbaf","file","1","syn31669213","syn33397598","syn4939902","1665338552576","3423450","104097994","309582876","0f0b700d4dfaf78c9f6f4cb03d922c57","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/169aa27c-e651-49a2-85fc-8df97d8fcecb/TWFE-2-113-2-113.maf"
"syn36533690","TWFE-2-103-2-103normal.maf","1663432203381","3421893","15cc7d3d-4501-41ef-a073-d9b9a455a195","file","1","syn31669157","syn33397598","syn4939902","1665338552629","3423450","104097995","308292891","4a2c914965b73696d127ae114eabed4c","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/6e6a2a7a-ab67-4e19-9b6c-3597269b05ae/TWFE-2-103-2-103normal.maf"
"syn36533691","TWFE-2-098-2-098.maf","1663432203514","3421893","f6245a6f-c12e-43fe-8054-3966aee1f2ff","file","1","syn31669114","syn33397598","syn4939902","1665338552685","3423450","104097996","297725804","013683b97c25489756709d314add1a7d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/6fecf58a-d7e1-4bfd-b4cb-dbdf21e1aa75/TWFE-2-098-2-098.maf"
"syn36533694","TWFE-2-095-2-095tumor.maf","1663432208826","3421893","079c24b3-60ed-4ae7-a808-42575da68b13","file","1","syn31669092","syn33397598","syn4939902","1665338552792","3423450","104098002","266173271","8b45198eb790398d77da487928c3f0b7","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/17fdf86f-5412-4d43-8f16-b29747f73c91/TWFE-2-095-2-095tumor.maf"
"syn36533695","TWFE-2-102-2-102leftBackLesion.maf","1663432209323","3421893","80dd6624-8ba5-4530-a9f9-19fe786cfe84","file","1","syn31669148","syn33397598","syn4939902","1665338552848","3423450","104098003","302133359","3af38547f28154faa0f6ede4c9e500ab","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/2a2c05e8-7218-4820-9d50-111863be807f/TWFE-2-102-2-102leftBackLesion.maf"
"syn36533696","TWFE-2-106-2-106.maf","1663432209333","3421893","51b7ce9a-232b-49c1-aebd-855323b1580b","file","1","syn31669187","syn33397598","syn4939902","1665338552898","3423450","104098004","287661601","e152bad0af916a962078a8a63b11d612","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/49b866cd-f51e-4326-a97b-2c211da9f3a4/TWFE-2-106-2-106.maf"
"syn36533697","TWFE-2-111-2-111.maf","1663432209481","3421893","cb0ddb98-0f32-4235-9186-10a70c6b0d51","file","1","syn31669200","syn33397598","syn4939902","1665338552952","3423450","104098005","320221472","49f498ec80d0d7b6fc4fda2ca5e358bb","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/336f8726-aaaa-487e-9b24-4187bbc73329/TWFE-2-111-2-111.maf"
"syn36533704","TWFE-2-094-2-094ankleRightBx.maf","1663432222691","3421893","5f2ddbb3-38fd-42bd-9325-3578d6e6fabf","file","1","syn31669070","syn33397598","syn4939902","1665338553068","3423450","104098018","303100209","e3929220b923e865fa6701a64b3c7f45","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/83ef2015-222e-43cc-b994-67d514005e13/TWFE-2-094-2-094ankleRightBx.maf"
"syn36533706","TWFE-2-099-2-099.maf","1663432227653","3421893","906fc362-4489-4176-b52e-2e507fae7538","file","1","syn31669118","syn33397598","syn4939902","1665338553119","3423450","104098023","263864765","82133764cdaa6749f3251c0df9dbb148","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/1383e4ec-25d3-47ec-bc70-851990dda2e9/TWFE-2-099-2-099.maf"
"syn36533709","TWFE-2-100-2-100.maf","1663432231221","3421893","b0c42f1e-5b50-4ce2-bf45-2317f71e6f68","file","1","syn31669131","syn33397598","syn4939902","1665338553171","3423450","104098027","278792206","3a932f97c5c158944051669135a6e6d8","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/17c373a5-cef7-472c-9329-37f3d1f7cb7d/TWFE-2-100-2-100.maf"
"syn36533710","TWFE-2-092-2-092.maf","1663432231496","3421893","38f3de7f-608d-4fed-a0f9-09c21f9955d0","file","1","syn31669022","syn33397598","syn4939902","1665338553221","3423450","104098028","286369528","84718ce3ae36d492e15df60980b1df0e","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/b4f79d56-7444-43b5-b5c3-80824c56d965/TWFE-2-092-2-092.maf"
"syn36533714","TWFE-2-096-2-096normal.maf","1663432237421","3421893","1232fb8b-4298-4a71-bfa6-686aedf7c958","file","1","syn31669101","syn33397598","syn4939902","1665338553286","3423450","104098036","283128139","280258f6f8ef1064746417bc11a601ed","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/1dd533d4-dedd-4195-a9a5-3bba98934e28/TWFE-2-096-2-096normal.maf"
"syn36533717","TWFE-2-104-2-104normal.maf","1663432240758","3421893","1ac3d6c7-f229-48b8-942d-8dbe469c6075","file","1","syn31669170","syn33397598","syn4939902","1665338553339","3423450","104098042","263959889","06bad26e9f8d486a783b06c9dc74734d","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/6e1e3a2e-7cbf-4d94-baa9-d60db80ee33f/TWFE-2-104-2-104normal.maf"
"syn36533718","TWFE-2-106-2-106normal.maf","1663432242347","3421893","c4adb406-59d8-4b10-8cf2-ec1076dc09d6","file","1","syn31669196","syn33397598","syn4939902","1665338553400","3423450","104098044","317299451","d72e4f0bb347b3bef9d613c47cc1f85e","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/6d478c27-9b5a-47b9-af57-5a212ae320fd/TWFE-2-106-2-106normal.maf"
"syn36533726","TWFE-2-103-2-103tumor.maf","1663432251248","3421893","98b26d58-66f4-44f9-9b4c-a2e27a6d5fd7","file","1","syn31669161","syn33397598","syn4939902","1665338553456","3423450","104098055","301321042","af6df2cd3839578821e94c598c7e3805","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/d22dcbad-007e-472f-b2b6-3366c4717c9e/TWFE-2-103-2-103tumor.maf"
"syn36533766","TWFE-2-094-2-094.maf","1663432301473","3421893","79348b45-3d98-48f5-8a12-3cc7a321bd5b","file","1","syn31669066","syn33397598","syn4939902","1665338553635","3423450","104098098","306562677","25409785d7fad52ce5beb3a5a05d8d53","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/adffe31c-4635-422d-864e-897c62bb2a7c/TWFE-2-094-2-094.maf"
"syn36533772","TWFE-2-095-2-095.maf","1663432311360","3421893","0fdc07b2-3f0b-49d0-b04c-3e4b60daa470","file","1","syn31669088","syn33397598","syn4939902","1665338553691","3423450","104098105","291826039","b9053cf1aaba23f3146b0e0b736e5ca9","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/2130088e-067f-4594-a6ca-20d2f0b32f22/TWFE-2-095-2-095.maf"
"syn36533774","TWFE-2-111-2-111tumor.maf","1663432314173","3421893","304eed22-d9ae-43bb-8389-cf76b9c7cc19","file","1","syn31669204","syn33397598","syn4939902","1665338553745","3423450","104098108","284028130","85a4f2672f1376b40b3c51b365f21ec2","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/c3d5d016-752d-4c18-84d1-15bea42c297a/TWFE-2-111-2-111tumor.maf"
"syn36533788","TWFE-2-093-2-093RightUpperBack.maf","1663432342567","3421893","abeddfce-04a6-407c-8c0f-ce4246bb7353","file","1","syn31669057","syn33397598","syn4939902","1665338553808","3423450","104098123","312742146","6f9dcd7ccc525a11a154313b097e0e55","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/af4bb1c5-f277-4e6d-9d14-517945b2227f/TWFE-2-093-2-093RightUpperBack.maf"
"syn36533793","TWFE-2-093-2-093.maf","1663432351437","3421893","3187d676-edb2-4bfe-8abc-0211847c5623","file","1","syn31669044","syn33397598","syn4939902","1665338553866","3423450","104098129","315056743","166e36b82b212ef406846df02f4b7726","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/0f259308-b3f1-4678-b05d-02e47b4201d4/TWFE-2-093-2-093.maf"
"syn36533828","TWFE-2-092-2-092LeftFlank.maf","1663432462234","3421893","8aaac1f9-963e-419f-bbeb-86fec42e0868","file","1","syn31669026","syn33397598","syn4939902","1665338553922","3423450","104098165","282037696","05bf49d96c6c22c4d9269507f8234dba","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/f75bcb3a-37a8-45f4-ae5b-35dac906eb80/TWFE-2-092-2-092LeftFlank.maf"
"syn36533846","TWFE-2-113-2-113lumbar.maf","1663432509140","3421893","9b5b50e9-45d7-43a4-b127-b04fb344f5ce","file","1","syn31669217","syn33397598","syn4939902","1665338553978","3423450","104098184","307925787","9e19c614b0f0228ed2fbfdd094edbeac","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/e08b0398-f89c-48d7-9bea-77214ae9de79/TWFE-2-113-2-113lumbar.maf"
"syn36534731","TWFE-2-102-2-102.maf","1663433058884","3421893","76f75848-99e1-4273-9436-312f6f581dd6","file","1","syn31669144","syn33397598","syn4939902","1665338554100","3423450","104099076","278893179","33a38e47681faa42d6d02d6a4871b479","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/985e3e08-8a62-424e-ae9d-800f2d75a53d/TWFE-2-102-2-102.maf"
"syn36534829","TWFE-2-045-24.maf","1663433263839","3421893","03504953-4432-463b-b4d3-a330c8c25118","file","1","syn31668622","syn33397598","syn4939902","1665338554154","3423450","104099177","280693569","9cb3b8347dc050ea4120af6f4c138d50","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/26af05cf-c9ce-4562-9805-7d21b52931b7/TWFE-2-045-24.maf"
"syn36535775","TWFE-2-044-22.maf","1663433808513","3421893","122b704d-a6fc-43ab-a06b-5b9aec5a9ddc","file","1","syn31668609","syn33397598","syn4939902","1665338554310","3423450","104100135","301266238","f7154b97f37140a3f7d266f3d5b66fd5","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/0fc4d728-7c3d-41af-b051-96cd15612b3b/TWFE-2-044-22.maf"
"syn36536115","2_002_Plexiform_Neurofibroma_TD.maf","1663434542317","3421893","8acc0987-4ed3-4c84-bd46-4f57e57a7953","file","1","syn31668515","syn33397598","syn4939902","1665338554607","3423450","104100490","517006029","6e746597c9a0fe491904a8bf7fee69d9","org.sagebionetworks.repo.model.file.S3FileHandle","proddata.sagebase.org","3421893/a7686f3e-def1-47b2-80cb-d198fa54557c/2_002_Plexiform_Neurofibroma_TD.maf"
